Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
P55799	PRP2_ECOLI	reviewed	Serine/threonine-protein phosphatase 2 (EC 3.1.3.16)	pphB prpB ygbH b2734 JW2704	Escherichia coli (strain K12)	218	b2734 JW2704		pphB	prpB ygbH	3 out of 5			metal ion binding [GO:0046872]; protein serine phosphatase activity [GO:0106306]; protein threonine phosphatase activity [GO:0106307]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]	GO:0008138; GO:0046872; GO:0106306; GO:0106307	metal ion binding [GO:0046872]; protein serine phosphatase activity [GO:0106306]; protein threonine phosphatase activity [GO:0106307]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]	U51682;U29579;U00096;AP009048;	AAC75776;BAE76811;		NP_417214.1;WP_001141337.1;
P42911	PTPD_ECOLI	reviewed	N-acetylgalactosamine permease IID component (EIID-Aga) (PTS system N-acetylgalactosamine-specific EIID component)	agaD yraF b3140 JW3109	Escherichia coli (strain K12)	263	b3140 JW3109		agaD	yraF	3 out of 5	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]		GO:0005886; GO:0005887; GO:0009401	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	AF228498;U18997;U00096;AP009048;	AAC76174;BAE77186;		NP_417609.1;WP_000534347.1;
P0A7D4	PURA_ECOLI	reviewed	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA adeK b4177 JW4135	Escherichia coli (strain K12)	432	b4177 JW4135		purA	adeK	5 out of 5	'de novo' AMP biosynthetic process [GO:0044208]; adenosine biosynthetic process [GO:0046086]; cellular response to DNA damage stimulus [GO:0006974]; IMP metabolic process [GO:0046040]; nucleobase-containing small molecule interconversion [GO:0015949]; purine nucleotide biosynthetic process [GO:0006164]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]	adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0004019; GO:0005525; GO:0005737; GO:0005829; GO:0006164; GO:0006974; GO:0015949; GO:0016020; GO:0044208; GO:0046040; GO:0046086	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; 'de novo' AMP biosynthetic process [GO:0044208]; adenosine biosynthetic process [GO:0046086]; cellular response to DNA damage stimulus [GO:0006974]; IMP metabolic process [GO:0046040]; nucleobase-containing small molecule interconversion [GO:0015949]; purine nucleotide biosynthetic process [GO:0006164]	J04199;U14003;U00096;AP009048;	AAC77134;BAE78178;		NP_418598.1;WP_000527955.1;
P0A7E5	PYRG_ECOLI	reviewed	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG b2780 JW2751	Escherichia coli (strain K12)	545	b2780 JW2751		pyrG		5 out of 5	'de novo' CTP biosynthetic process [GO:0044210]; CTP biosynthetic process [GO:0006241]; glutamine metabolic process [GO:0006541]; protein homotetramerization [GO:0051289]; pyrimidine nucleobase biosynthetic process [GO:0019856]	cytoophidium [GO:0097268]; cytosol [GO:0005829]	ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0003883; GO:0005524; GO:0005829; GO:0006241; GO:0006541; GO:0019856; GO:0042802; GO:0044210; GO:0051289; GO:0097268	cytoophidium [GO:0097268]; cytosol [GO:0005829]; ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; 'de novo' CTP biosynthetic process [GO:0044210]; CTP biosynthetic process [GO:0006241]; glutamine metabolic process [GO:0006541]; protein homotetramerization [GO:0051289]; pyrimidine nucleobase biosynthetic process [GO:0019856]	M12843;U29580;U00096;AP009048;	AAC75822;BAE76854;		NP_417260.1;WP_000210878.1;
P33221	PURT_ECOLI	reviewed	Formate-dependent phosphoribosylglycinamide formyltransferase (5'-phosphoribosylglycinamide transformylase 2) (Formate-dependent GAR transformylase) (EC 2.1.2.-) (GAR transformylase 2) (GART 2) (Non-folate glycinamide ribonucleotide transformylase) (Phosphoribosylglycinamide formyltransferase 2)	purT b1849 JW1838	Escherichia coli (strain K12)	392	b1849 JW1838		purT		5 out of 5	'de novo' IMP biosynthetic process [GO:0006189]	cytosol [GO:0005829]	acetate kinase activity [GO:0008776]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphoribosylglycinamide formyltransferase 2 activity [GO:0043815]; phosphoribosylglycinamide formyltransferase activity [GO:0004644]	GO:0000287; GO:0004644; GO:0005524; GO:0005829; GO:0006189; GO:0008776; GO:0043815	cytosol [GO:0005829]; acetate kinase activity [GO:0008776]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphoribosylglycinamide formyltransferase 2 activity [GO:0043815]; phosphoribosylglycinamide formyltransferase activity [GO:0004644]; 'de novo' IMP biosynthetic process [GO:0006189]	L20897;U00096;AP009048;	AAC74919;BAA15657;		NP_416363.1;WP_000173484.1;
P24230	RECG_ECOLI	reviewed	ATP-dependent DNA helicase RecG (EC 3.6.4.12)	recG radC b3652 JW3627	Escherichia coli (strain K12)	693	b3652 JW3627		recG	radC	5 out of 5	DNA duplex unwinding [GO:0032508]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; response to radiation [GO:0009314]	cytosol [GO:0005829]; Holliday junction helicase complex [GO:0009379]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]	GO:0003677; GO:0003678; GO:0005524; GO:0005829; GO:0006281; GO:0006310; GO:0009314; GO:0009379; GO:0032508	cytosol [GO:0005829]; Holliday junction helicase complex [GO:0009379]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; DNA duplex unwinding [GO:0032508]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; response to radiation [GO:0009314]	X59550;M64367;L10328;U00096;AP009048;	AAC76676;BAE77641;		NP_418109.1;WP_000678419.1;
P32156	RHAM_ECOLI	reviewed	L-rhamnose mutarotase (EC 5.1.3.32) (Rhamnose 1-epimerase) (Type-3 mutarotase)	rhaM yiiL b3901 JW3872	Escherichia coli (strain K12)	104	b3901 JW3872		rhaM	yiiL	5 out of 5	rhamnose catabolic process [GO:0019301]	cytoplasm [GO:0005737]	L-rhamnose mutarotase activity [GO:0062192]; racemase and epimerase activity, acting on carbohydrates and derivatives [GO:0016857]	GO:0005737; GO:0016857; GO:0019301; GO:0062192	cytoplasm [GO:0005737]; L-rhamnose mutarotase activity [GO:0062192]; racemase and epimerase activity, acting on carbohydrates and derivatives [GO:0016857]; rhamnose catabolic process [GO:0019301]	L19201;U00096;AP009048;	AAC76883;BAE77408;		NP_418337.1;WP_000619493.1;
P0AGL7	RSME_ECOLI	reviewed	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193) (16S rRNA m3U1498 methyltransferase)	rsmE yggJ b2946 JW2913	Escherichia coli (strain K12)	243	b2946 JW2913		rsmE	yggJ	4 out of 5	rRNA base methylation [GO:0070475]	cytoplasm [GO:0005737]	rRNA (uridine-N3-)-methyltransferase activity [GO:0070042]	GO:0005737; GO:0070042; GO:0070475	cytoplasm [GO:0005737]; rRNA (uridine-N3-)-methyltransferase activity [GO:0070042]; rRNA base methylation [GO:0070475]	U28377;U00096;AP009048;	AAC75983;BAE77009;		NP_417421.4;WP_001222509.1;
P06992	RSMA_ECOLI	reviewed	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (High level kasugamycin resistance protein KsgA) (Kasugamycin dimethyltransferase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	rsmA ksgA b0051 JW0050	Escherichia coli (strain K12)	273	b0051 JW0050		rsmA	ksgA	5 out of 5	response to antibiotic [GO:0046677]; ribosomal small subunit assembly [GO:0000028]; rRNA base methylation [GO:0070475]; rRNA methylation [GO:0031167]; rRNA processing [GO:0006364]	cytosol [GO:0005829]	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; double-stranded DNA binding [GO:0003690]; mRNA binding [GO:0003729]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]; rRNA binding [GO:0019843]	GO:0000028; GO:0000179; GO:0003690; GO:0003729; GO:0005829; GO:0006364; GO:0019843; GO:0031167; GO:0046677; GO:0052908; GO:0070475	cytosol [GO:0005829]; 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; double-stranded DNA binding [GO:0003690]; mRNA binding [GO:0003729]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]; rRNA binding [GO:0019843]; response to antibiotic [GO:0046677]; ribosomal small subunit assembly [GO:0000028]; rRNA base methylation [GO:0070475]; rRNA methylation [GO:0031167]; rRNA processing [GO:0006364]	M11054;X04711;U00096;AP009048;M68521;X06536;	AAC73162;BAE76038;		NP_414593.1;WP_001065381.1;
P76136	SAFA_ECOLI	reviewed	Two-component-system connector protein SafA (Regulatory protein b1500) (Sensor associating factor A)	safA yneN b1500 JW1494.1	Escherichia coli (strain K12)	65	b1500 JW1494.1		safA	yneN	4 out of 5	response to acidic pH [GO:0010447]	integral component of plasma membrane [GO:0005887]		GO:0005887; GO:0010447	integral component of plasma membrane [GO:0005887]; response to acidic pH [GO:0010447]	U00096;	AAC74573;		NP_416017.1;WP_000543384.1;
P0A821	SELA_ECOLI	reviewed	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase)	selA fdhA b3591 JW3564	Escherichia coli (strain K12)	463	b3591 JW3564		selA	fdhA	5 out of 5	selenocysteine biosynthetic process [GO:0016260]; selenocysteine incorporation [GO:0001514]; selenocysteinyl-tRNA(Sec) biosynthetic process [GO:0097056]	cytosol [GO:0005829]	identical protein binding [GO:0042802]; L-seryl-tRNASec selenium transferase activity [GO:0004125]; pyridoxal phosphate binding [GO:0030170]	GO:0001514; GO:0004125; GO:0005829; GO:0016260; GO:0030170; GO:0042802; GO:0097056	cytosol [GO:0005829]; identical protein binding [GO:0042802]; L-seryl-tRNASec selenium transferase activity [GO:0004125]; pyridoxal phosphate binding [GO:0030170]; selenocysteine biosynthetic process [GO:0016260]; selenocysteine incorporation [GO:0001514]; selenocysteinyl-tRNA(Sec) biosynthetic process [GO:0097056]	M64177;U00039;U00096;AP009048;	AAC76615;BAE77702;		NP_418048.1;WP_000206223.1;WP_000206275.1;
P38052	SFMF_ECOLI	reviewed	Uncharacterized fimbrial-like protein SfmF	sfmF ybcG b0534 JW5072	Escherichia coli (strain K12)	171	b0534 JW5072		sfmF	ybcG	3 out of 5	cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus organization [GO:0043711]	pilus [GO:0009289]		GO:0007155; GO:0009289; GO:0043709; GO:0043711	pilus [GO:0009289]; cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus organization [GO:0043711]	U82598;U00096;AP009048;	AAC73636;BAE76311;		NP_415067.1;WP_001255230.1;
P0AG14	SOHB_ECOLI	reviewed	Probable protease SohB (EC 3.4.21.-)	sohB b1272 JW1264	Escherichia coli (strain K12)	349	b1272 JW1264		sohB		3 out of 5	proteolysis [GO:0006508]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0005886; GO:0006508; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	M73320;U00096;AP009048;	AAC74354;BAA14809;		NP_415788.1;WP_000422045.1;
P0A828	SMG_ECOLI	reviewed	Protein Smg	smg b3284 JW3245	Escherichia coli (strain K12)	157	b3284 JW3245		smg		1 out of 5						U18997;U00096;AP009048;X65946;X77091;	AAC76309;BAE78007;		NP_417743.1;WP_000460680.1;
P39362	SGCE_ECOLI	reviewed	Protein SgcE (EC 5.1.3.-)	sgcE yjhK b4301 JW4263	Escherichia coli (strain K12)	210	b4301 JW4263		sgcE	yjhK	3 out of 5	cellular carbohydrate metabolic process [GO:0044262]; pentose catabolic process [GO:0019323]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]	cytosol [GO:0005829]	metal ion binding [GO:0046872]; ribulose-phosphate 3-epimerase activity [GO:0004750]	GO:0004750; GO:0005829; GO:0009052; GO:0019323; GO:0044262; GO:0046872	cytosol [GO:0005829]; metal ion binding [GO:0046872]; ribulose-phosphate 3-epimerase activity [GO:0004750]; cellular carbohydrate metabolic process [GO:0044262]; pentose catabolic process [GO:0019323]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]	U14003;U00096;AP009048;	AAC77257;BAE78292;		NP_418721.1;WP_000600622.1;
P15082	SRLR_ECOLI	reviewed	Glucitol operon repressor	srlR gutR b2707 JW2676	Escherichia coli (strain K12)	257	b2707 JW2676		srlR	gutR	2 out of 5	negative regulation of transcription, DNA-templated [GO:0045892]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0009401; GO:0045892	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of transcription, DNA-templated [GO:0045892]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	J02708;X13463;U29579;U00096;AP009048;	AAC75749;BAA16568;		NP_417187.1;WP_000804550.1;
P0AFH8	OSMY_ECOLI	reviewed	Osmotically-inducible protein Y	osmY b4376 JW4338	Escherichia coli (strain K12)	201	b4376 JW4338		osmY		3 out of 5	chaperone-mediated protein folding [GO:0061077]; hyperosmotic response [GO:0006972]; response to osmotic stress [GO:0006970]	outer membrane-bounded periplasmic space [GO:0030288]		GO:0006970; GO:0006972; GO:0030288; GO:0061077	outer membrane-bounded periplasmic space [GO:0030288]; chaperone-mediated protein folding [GO:0061077]; hyperosmotic response [GO:0006972]; response to osmotic stress [GO:0006970]	M89635;U14003;U00096;AP009048;S67278;	AAC77329;BAE78364;		NP_418793.1;WP_001295748.1;
P09169	OMPT_ECOLI	reviewed	Protease 7 (EC 3.4.23.49) (Omptin) (Outer membrane protein 3B) (Protease A) (Protease VII)	ompT b0565 JW0554	Escherichia coli (strain K12)	317	b0565 JW0554		ompT		5 out of 5	proteolysis [GO:0006508]	cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; intrinsic component of cell outer membrane [GO:0031230]	aspartic-type endopeptidase activity [GO:0004190]; endopeptidase activity [GO:0004175]; serine-type endopeptidase activity [GO:0004252]	GO:0004175; GO:0004190; GO:0004252; GO:0006508; GO:0009279; GO:0016021; GO:0031230	cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; intrinsic component of cell outer membrane [GO:0031230]; aspartic-type endopeptidase activity [GO:0004190]; endopeptidase activity [GO:0004175]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	X06903;M23630;U82598;U00096;AP009048;	AAC73666;BAA35199;		NP_415097.1;WP_001201845.1;
P36672	PTTBC_ECOLI	reviewed	PTS system trehalose-specific EIIBC component (EIIBC-Tre) (EII-Tre) [Includes: Trehalose-specific phosphotransferase enzyme IIB component (EC 2.7.1.201) (PTS system trehalose-specific EIIB component); Trehalose permease IIC component (PTS system trehalose-specific EIIC component)]	treB b4240 JW4199	Escherichia coli (strain K12)	473	b4240 JW4199		treB		5 out of 5	carbohydrate transmembrane transport [GO:0034219]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; trehalose transport [GO:0015771]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; protein-phosphocysteine-sugar phosphotransferase activity [GO:0090563]; protein-phosphocysteine-trehalose phosphotransferase system transporter activity [GO:0090589]; trehalose transmembrane transporter activity [GO:0015574]	GO:0005886; GO:0008982; GO:0009401; GO:0015574; GO:0015771; GO:0016021; GO:0016301; GO:0034219; GO:0090563; GO:0090589	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; protein-phosphocysteine-sugar phosphotransferase activity [GO:0090563]; protein-phosphocysteine-trehalose phosphotransferase system transporter activity [GO:0090589]; trehalose transmembrane transporter activity [GO:0015574]; carbohydrate transmembrane transport [GO:0034219]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; trehalose transport [GO:0015771]	U06195;U14003;U00096;AP009048;	AAC77197;BAE78239;		NP_418661.1;WP_001407733.1;
P33024	PSUT_ECOLI	reviewed	Putative pseudouridine transporter	psuT pscT yeiM b2164 JW2151	Escherichia coli (strain K12)	416	b2164 JW2151		psuT	pscT yeiM	3 out of 5	nucleoside transmembrane transport [GO:1901642]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	nucleoside transmembrane transporter activity [GO:0005337]; symporter activity [GO:0015293]	GO:0005337; GO:0005886; GO:0005887; GO:0015293; GO:1901642	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; nucleoside transmembrane transporter activity [GO:0005337]; symporter activity [GO:0015293]; nucleoside transmembrane transport [GO:1901642]	U00007;U00096;AP009048;	AAC75225;BAE76641;		NP_416669.1;WP_000353878.1;
P37188	PTKB_ECOLI	reviewed	PTS system galactitol-specific EIIB component (EIIB-Gat) (Galactitol-specific phosphotransferase enzyme IIB component) (EC 2.7.1.200)	gatB b2093 JW2077	Escherichia coli (strain K12)	94	b2093 JW2077		gatB		5 out of 5	galactitol metabolic process [GO:0019402]; galactitol transport [GO:0015796]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	cytosol [GO:0005829]	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; protein-phosphocysteine-galactitol-phosphotransferase system transporter activity [GO:0090584]	GO:0005829; GO:0008982; GO:0009401; GO:0015796; GO:0019402; GO:0090584	cytosol [GO:0005829]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; protein-phosphocysteine-galactitol-phosphotransferase system transporter activity [GO:0090584]; galactitol metabolic process [GO:0019402]; galactitol transport [GO:0015796]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	X79837;U00096;AP009048;	AAC75154;BAA15956;		NP_416596.1;WP_000823270.1;
