Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
O31619	THIF_BACSU	reviewed	Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)	thiF yjbU BSU11700	Bacillus subtilis (strain 168)	336	BSU11700		thiF	yjbU	3 out of 5	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleotidyltransferase activity [GO:0016779]; ubiquitin-like modifier activating enzyme activity [GO:0008641]	GO:0005524; GO:0005737; GO:0005829; GO:0008641; GO:0009228; GO:0009229; GO:0016779; GO:0046872	cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleotidyltransferase activity [GO:0016779]; ubiquitin-like modifier activating enzyme activity [GO:0008641]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	AL009126;	CAB13027;		NP_389052.1;WP_003245868.1;
P46343	PHOL_BACSU	reviewed	PhoH-like protein	phoH yqfE BSU25340	Bacillus subtilis (strain 168)	319	BSU25340		phoH	yqfE	2 out of 5		cytosol [GO:0005829]	ATP binding [GO:0005524]	GO:0005524; GO:0005829	cytosol [GO:0005829]; ATP binding [GO:0005524]	D84432;AL009126;U29177;	CAB14476;		NP_390412.2;WP_003230035.1;
P46318	PTJB_BACSU	reviewed	Lichenan-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (EIIB-Lic) (PTS system lichenan-specific EIIB component)	licB celA BSU38590	Bacillus subtilis (strain 168)	102	BSU38590		licB	celA	3 out of 5	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	cytoplasm [GO:0005737]	kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]	GO:0005737; GO:0008982; GO:0009401; GO:0016301	cytoplasm [GO:0005737]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	Z49992;D83026;AL009126;	CAB15885;		NP_391738.1;WP_003218755.1;
P17894	RECN_BACSU	reviewed	DNA repair protein RecN (Recombination protein N)	recN BSU24240	Bacillus subtilis (strain 168)	576	BSU24240		recN		3 out of 5	double-strand break repair [GO:0006302]; double-strand break repair via homologous recombination [GO:0000724]; response to radiation [GO:0009314]; SOS response [GO:0009432]	bacterial nucleoid [GO:0043590]; cytoplasm [GO:0005737]	ATP binding [GO:0005524]	GO:0000724; GO:0005524; GO:0005737; GO:0006302; GO:0009314; GO:0009432; GO:0043590	bacterial nucleoid [GO:0043590]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; double-strand break repair [GO:0006302]; double-strand break repair via homologous recombination [GO:0000724]; response to radiation [GO:0009314]; SOS response [GO:0009432]	M30297;D84432;AL009126;M27869;U68235;	CAB14355;		NP_390304.2;WP_003230267.1;
O31743	RBGA_BACSU	reviewed	Ribosome biogenesis GTPase A	rbgA ylqF BSU16050	Bacillus subtilis (strain 168)	282	BSU16050		rbgA	ylqF	4 out of 5	ribosome biogenesis [GO:0042254]	cytoplasm [GO:0005737]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; RNA binding [GO:0003723]	GO:0003723; GO:0003924; GO:0005525; GO:0005737; GO:0042254	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; RNA binding [GO:0003723]; ribosome biogenesis [GO:0042254]	AL009126;	CAB13478;		NP_389487.1;WP_009967235.1;
P45872	RF1_BACSU	reviewed	Peptide chain release factor 1 (RF-1)	prfA BSU37010	Bacillus subtilis (strain 168)	356	BSU37010		prfA		2 out of 5		cytoplasm [GO:0005737]	translation release factor activity, codon specific [GO:0016149]	GO:0005737; GO:0016149	cytoplasm [GO:0005737]; translation release factor activity, codon specific [GO:0016149]	Z49782;AL009126;	CAB15718;		NP_391582.1;WP_003227645.1;
P51833	RNC_BACSU	reviewed	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	rnc rncS BSU15930	Bacillus subtilis (strain 168)	249	BSU15930		rnc	rncS	4 out of 5	mRNA processing [GO:0006397]; RNA processing [GO:0006396]; rRNA catabolic process [GO:0016075]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]	cytoplasm [GO:0005737]	double-stranded RNA binding [GO:0003725]; metal ion binding [GO:0046872]; ribonuclease III activity [GO:0004525]	GO:0003725; GO:0004525; GO:0005737; GO:0006364; GO:0006396; GO:0006397; GO:0008033; GO:0016075; GO:0046872	cytoplasm [GO:0005737]; double-stranded RNA binding [GO:0003725]; metal ion binding [GO:0046872]; ribonuclease III activity [GO:0004525]; mRNA processing [GO:0006397]; RNA processing [GO:0006396]; rRNA catabolic process [GO:0016075]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]	D64116;AL009126;	CAB13466;		NP_389475.1;WP_003232030.1;
P39630	RMLB_BACSU	reviewed	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46) (Spore coat polysaccharide biosynthesis protein SpsJ)	rfbB spsJ BSU37830 ipa-72d	Bacillus subtilis (strain 168)	315	BSU37830	ipa-72d	rfbB	spsJ	3 out of 5	nucleotide-sugar metabolic process [GO:0009225]		dTDP-glucose 4,6-dehydratase activity [GO:0008460]	GO:0008460; GO:0009225	dTDP-glucose 4,6-dehydratase activity [GO:0008460]; nucleotide-sugar metabolic process [GO:0009225]	X73124;AL009126;	CAB15809;		NP_391662.1;WP_003244201.1;
O34857	ROK_BACSU	reviewed	Repressor Rok	rok ykuW BSU14240	Bacillus subtilis (strain 168)	191	BSU14240		rok	ykuW	3 out of 5		cytoplasm [GO:0005737]; nucleoid [GO:0009295]	DNA binding [GO:0003677]	GO:0003677; GO:0005737; GO:0009295	cytoplasm [GO:0005737]; nucleoid [GO:0009295]; DNA binding [GO:0003677]	AJ222587;AL009126;	CAB13297;		NP_389307.1;WP_003232378.1;
P54955	SCMP_BACSU	reviewed	N-acetylcysteine deacetylase (EC 3.5.1.-) (S-(2-succino)cysteine metabolism operon protein P)	scmP sndB yxeP BSU39470 LP9H	Bacillus subtilis (strain 168)	380	BSU39470	LP9H	scmP	sndB yxeP	4 out of 5	cysteine biosynthetic process [GO:0019344]		hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]	GO:0016787; GO:0019344; GO:0046872	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; cysteine biosynthetic process [GO:0019344]	D45912;AL009126;	CAB15983;		NP_391826.2;WP_003243840.1;
O06714	SBCC_BACSU	reviewed	Nuclease SbcCD subunit C	sbcC yirY BSU10650	Bacillus subtilis (strain 168)	1130	BSU10650		sbcC	yirY	3 out of 5	DNA recombination [GO:0006310]; DNA replication [GO:0006260]		ATP binding [GO:0005524]; endonuclease activity [GO:0004519]; exonuclease activity [GO:0004527]	GO:0004519; GO:0004527; GO:0005524; GO:0006260; GO:0006310	ATP binding [GO:0005524]; endonuclease activity [GO:0004519]; exonuclease activity [GO:0004527]; DNA recombination [GO:0006310]; DNA replication [GO:0006260]	Y09476;Y09476;Y09476;AL009126;	CAB12905;		NP_388946.2;WP_003245201.1;
P16336	SECY_BACSU	reviewed	Protein translocase subunit SecY	secY BSU01360	Bacillus subtilis (strain 168)	431	BSU01360		secY		3 out of 5	protein transport by the Sec complex [GO:0043952]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]	cell envelope Sec protein transport complex [GO:0031522]; integral component of plasma membrane [GO:0005887]	protein transmembrane transporter activity [GO:0008320]; signal sequence binding [GO:0005048]	GO:0005048; GO:0005887; GO:0006616; GO:0008320; GO:0031522; GO:0043952	cell envelope Sec protein transport complex [GO:0031522]; integral component of plasma membrane [GO:0005887]; protein transmembrane transporter activity [GO:0008320]; signal sequence binding [GO:0005048]; protein transport by the Sec complex [GO:0043952]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]	X51329;M31102;D00619;L47971;AL009126;	CAB11912;		NP_388017.1;WP_004399662.1;
P94370	SIGY_BACSU	reviewed	RNA polymerase sigma factor SigY	sigY yxlB BSU38700	Bacillus subtilis (strain 168)	178	BSU38700		sigY	yxlB	2 out of 5	DNA-templated transcription, initiation [GO:0006352]		DNA binding [GO:0003677]; sigma factor activity [GO:0016987]	GO:0003677; GO:0006352; GO:0016987	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription, initiation [GO:0006352]	D83026;AL009126;	CAB15896;		NP_391749.1;WP_003243678.1;
P13801	SP2G_BACSU	reviewed	Sporulation sigma-E factor-processing peptidase (EC 3.4.23.-) (Membrane-associated aspartic protease) (Stage II sporulation protein GA)	spoIIGA BSU15310	Bacillus subtilis (strain 168)	309	BSU15310		spoIIGA		5 out of 5	asexual sporulation [GO:0030436]; proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	aspartic-type endopeptidase activity [GO:0004190]; peptidase activity [GO:0008233]; protein self-association [GO:0043621]	GO:0004190; GO:0005886; GO:0005887; GO:0006508; GO:0008233; GO:0030435; GO:0030436; GO:0043621	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; aspartic-type endopeptidase activity [GO:0004190]; peptidase activity [GO:0008233]; protein self-association [GO:0043621]; asexual sporulation [GO:0030436]; proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	X17344;AL009126;	CAB13405;		NP_389414.1;WP_003232163.1;
P15281	SP3D_BACSU	reviewed	Stage III sporulation protein D (14 kDa transcription factor)	spoIIID BSU36420	Bacillus subtilis (strain 168)	93	BSU36420		spoIIID		2 out of 5	sporulation resulting in formation of a cellular spore [GO:0030435]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0030435	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; sporulation resulting in formation of a cellular spore [GO:0030435]	X15520;X52076;Z82987;AL009126;	CAB15659;		NP_391523.1;WP_003221804.1;
P71032	SSPP_BACSU	reviewed	Small, acid-soluble spore protein P (SASP P)	sspP cotL BSU17980	Bacillus subtilis (strain 168)	48	BSU17980		sspP	cotL	2 out of 5	asexual sporulation [GO:0030436]; sporulation resulting in formation of a cellular spore [GO:0030435]			GO:0030435; GO:0030436	asexual sporulation [GO:0030436]; sporulation resulting in formation of a cellular spore [GO:0030435]	U72073;AL009126;	CAB13682;		NP_389681.1;WP_003221237.1;
O32266	SWRAA_BACSU	reviewed	Swarming motility protein SwrAA	swrAA swrA BSU35230	Bacillus subtilis (strain 168)	117	BSU35230		swrAA	swrA	2 out of 5	positive regulation of single-species biofilm formation [GO:1900192]	cytoplasm [GO:0005737]		GO:0005737; GO:1900192	cytoplasm [GO:0005737]; positive regulation of single-species biofilm formation [GO:1900192]	AL009126;			
O34779	PRPC_BACSU	reviewed	Protein phosphatase PrpC (EC 3.1.3.16)	prpC yloO BSU15760	Bacillus subtilis (strain 168)	254	BSU15760		prpC	yloO	3 out of 5	protein dephosphorylation [GO:0006470]; sporulation resulting in formation of a cellular spore [GO:0030435]		metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]; protein serine phosphatase activity [GO:0106306]; protein threonine phosphatase activity [GO:0106307]	GO:0004722; GO:0006470; GO:0030435; GO:0046872; GO:0106306; GO:0106307	metal ion binding [GO:0046872]; protein serine phosphatase activity [GO:0106306]; protein serine/threonine phosphatase activity [GO:0004722]; protein threonine phosphatase activity [GO:0106307]; protein dephosphorylation [GO:0006470]; sporulation resulting in formation of a cellular spore [GO:0030435]	Y13937;AL009126;	CAB13449;		NP_389458.1;WP_003232064.1;
O32146	PUCB_BACSU	reviewed	Purine catabolism protein PucB	pucB yurE BSU32500	Bacillus subtilis (strain 168)	205	BSU32500		pucB	yurE	2 out of 5	hypoxanthine catabolic process [GO:0009114]			GO:0009114	hypoxanthine catabolic process [GO:0009114]	AL009126;	CAB15240;		NP_391130.2;WP_003228645.1;
O32141	PUCL_BACSU	reviewed	Uric acid degradation bifunctional protein PucL [Includes: 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase (OHCU decarboxylase) (EC 4.1.1.97); Uricase (EC 1.7.3.3) (Urate oxidase)]	pucL yunL BSU32450	Bacillus subtilis (strain 168)	494	BSU32450		pucL	yunL	5 out of 5	allantoin biosynthetic process [GO:0019428]; purine nucleobase metabolic process [GO:0006144]; urate catabolic process [GO:0019628]		2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity [GO:0051997]; carboxy-lyase activity [GO:0016831]; urate oxidase activity [GO:0004846]	GO:0004846; GO:0006144; GO:0016831; GO:0019428; GO:0019628; GO:0051997	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity [GO:0051997]; carboxy-lyase activity [GO:0016831]; urate oxidase activity [GO:0004846]; allantoin biosynthetic process [GO:0019428]; purine nucleobase metabolic process [GO:0006144]; urate catabolic process [GO:0019628]	AL009126;	CAB15235;		NP_391125.1;WP_003242600.1;
P42106	QDOI_BACSU	reviewed	Quercetin 2,3-dioxygenase (Quercetinase) (EC 1.13.11.24) (Flavonol 2,4-dioxygenase)	qdoI yxaG BSU39980 S14G	Bacillus subtilis (strain 168)	337	BSU39980	S14G	qdoI	yxaG	4 out of 5			metal ion binding [GO:0046872]; quercetin 2,3-dioxygenase activity [GO:0008127]	GO:0008127; GO:0046872	metal ion binding [GO:0046872]; quercetin 2,3-dioxygenase activity [GO:0008127]	AB005554;AL009126;	CAB16035;		NP_391878.2;WP_003243000.1;
O34942	RECG_BACSU	reviewed	ATP-dependent DNA helicase RecG (EC 3.6.4.12)	recG ylpB BSU15870	Bacillus subtilis (strain 168)	682	BSU15870		recG	ylpB	3 out of 5	DNA recombination [GO:0006310]; DNA repair [GO:0006281]		ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]	GO:0003677; GO:0003678; GO:0005524; GO:0006281; GO:0006310	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]	Y13937;AL009126;	CAB13460;		NP_389469.1;WP_003244692.1;
O31677	QUEE_BACSU	reviewed	7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE)	queE ykvL BSU13740	Bacillus subtilis (strain 168)	243	BSU13740		queE	ykvL	5 out of 5	queuosine biosynthetic process [GO:0008616]		4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; S-adenosyl-L-methionine binding [GO:1904047]	GO:0000287; GO:0008616; GO:0016840; GO:0042803; GO:0051539; GO:1904047	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; S-adenosyl-L-methionine binding [GO:1904047]; queuosine biosynthetic process [GO:0008616]	AL009126;	CAB13247;		NP_389257.1;WP_003232460.1;
P70962	RAPB_BACSU	reviewed	Response regulator aspartate phosphatase B (EC 3.1.-.-) (Stage 0 sporulation protein P)	rapB spo0P ywmE BSU36690	Bacillus subtilis (strain 168)	377	BSU36690		rapB	spo0P ywmE	2 out of 5	sporulation resulting in formation of a cellular spore [GO:0030435]		phosphoprotein phosphatase activity [GO:0004721]	GO:0004721; GO:0030435	phosphoprotein phosphatase activity [GO:0004721]; sporulation resulting in formation of a cellular spore [GO:0030435]	Z81356;AL009126;	CAB15686;		NP_391550.1;WP_003227715.1;
P54950	SCMK_BACSU	reviewed	N-acetyl-S-(2-succino)cysteine monooxygenase (EC 1.14.-.-) (S-(2-succino)cysteine metabolism operon protein K)	scmK yxeK BSU39520 LP9C	Bacillus subtilis (strain 168)	441	BSU39520	LP9C	scmK	yxeK	3 out of 5	cysteine biosynthetic process [GO:0019344]		monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	GO:0004497; GO:0016705; GO:0019344	monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; cysteine biosynthetic process [GO:0019344]	D45912;AL009126;	CAB15988;		NP_391831.1;WP_003242500.1;
P35136	SERA_BACSU	reviewed	D-3-phosphoglycerate dehydrogenase (PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	serA BSU23070	Bacillus subtilis (strain 168)	525	BSU23070		serA		4 out of 5	L-serine biosynthetic process [GO:0006564]		NAD binding [GO:0051287]; phosphoglycerate dehydrogenase activity [GO:0004617]	GO:0004617; GO:0006564; GO:0051287	NAD binding [GO:0051287]; phosphoglycerate dehydrogenase activity [GO:0004617]; L-serine biosynthetic process [GO:0006564]	L47648;AL009126;L09228;	CAB14239;		NP_390188.2;WP_004398713.1;
O34426	SPEH_BACSU	reviewed	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speH speD ytcF BSU29010	Bacillus subtilis (strain 168)	126	BSU29010		speH	speD ytcF	4 out of 5	S-adenosylmethioninamine biosynthetic process [GO:0006557]; spermidine biosynthetic process [GO:0008295]	cytosol [GO:0005829]	adenosylmethionine decarboxylase activity [GO:0004014]	GO:0004014; GO:0005829; GO:0006557; GO:0008295	cytosol [GO:0005829]; adenosylmethionine decarboxylase activity [GO:0004014]; S-adenosylmethioninamine biosynthetic process [GO:0006557]; spermidine biosynthetic process [GO:0008295]	AF008220;AL009126;	CAB14861;		NP_390779.2;WP_003223584.1;
O35023	SODF_BACSU	reviewed	Probable superoxide dismutase [Fe] (EC 1.15.1.1)	sodF BSU19330	Bacillus subtilis (strain 168)	281	BSU19330		sodF		2 out of 5			manganese ion binding [GO:0030145]; superoxide dismutase activity [GO:0004784]	GO:0004784; GO:0030145	manganese ion binding [GO:0030145]; superoxide dismutase activity [GO:0004784]	AF027868;AL009126;	CAB13825;		NP_389815.1;WP_004399227.1;
P26497	SP0J_BACSU	reviewed	Stage 0 sporulation protein J	spo0J BSU40960	Bacillus subtilis (strain 168)	282	BSU40960		spo0J		3 out of 5	chromosome segregation [GO:0007059]; positive regulation of sporulation resulting in formation of a cellular spore [GO:0045881]; sporulation resulting in formation of a cellular spore [GO:0030435]	bacterial nucleoid [GO:0043590]; chromosome [GO:0005694]	DNA binding [GO:0003677]	GO:0003677; GO:0005694; GO:0007059; GO:0030435; GO:0043590; GO:0045881	bacterial nucleoid [GO:0043590]; chromosome [GO:0005694]; DNA binding [GO:0003677]; chromosome segregation [GO:0007059]; positive regulation of sporulation resulting in formation of a cellular spore [GO:0045881]; sporulation resulting in formation of a cellular spore [GO:0030435]	D26185;X62539;AL009126;M59938;	CAB16133;		NP_391976.1;WP_003226832.1;
P04831	SSPA_BACSU	reviewed	Small, acid-soluble spore protein A (SASP)	sspA BSU29570	Bacillus subtilis (strain 168)	69	BSU29570		sspA		2 out of 5	DNA topological change [GO:0006265]; sporulation resulting in formation of a cellular spore [GO:0030435]		double-stranded DNA binding [GO:0003690]	GO:0003690; GO:0006265; GO:0030435	double-stranded DNA binding [GO:0003690]; DNA topological change [GO:0006265]; sporulation resulting in formation of a cellular spore [GO:0030435]	M12620;AF008220;AL009126;	CAB14935;		NP_390835.1;WP_003223491.1;
Q7WY56	SPSL_BACSU	reviewed	Spore coat polysaccharide biosynthesis protein SpsL	spsL BSU37810 ipa-73d	Bacillus subtilis (strain 168)	151	BSU37810	ipa-73d	spsL		1 out of 5			dTDP-4-dehydrorhamnose 3,5-epimerase activity [GO:0008830]; oxidoreductase activity [GO:0016491]	GO:0008830; GO:0016491	dTDP-4-dehydrorhamnose 3,5-epimerase activity [GO:0008830]; oxidoreductase activity [GO:0016491]	AL009126;	CAE01469;		WP_003242881.1;YP_054595.1;
